28.199,34.398
28.447,34.894
28.695,35.389
28.905,35.81
29.187,36.375
29.435,36.87
29.682,37.363
29.928,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.834
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.109,44.146
34.646,44.861
35.043,45.39
35.509,46.013
35.976,46.635
36.977,47.97
28.199,34.398
28.447,34.894
28.695,35.389
28.905,35.81
29.187,36.375
29.435,36.87
29.682,37.363
29.928,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.834
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.109,44.146
34.646,44.861
35.043,45.39
35.509,46.013
35.976,46.635
36.443,47.257
36.977,47.97
28.199,34.398
28.447,34.894
28.695,35.389
28.905,35.81
29.187,36.375
29.435,36.87
29.682,37.363
29.928,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.834
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.11,44.146
34.646,44.861
35.043,45.39
35.51,46.013
35.976,46.635
36.443,47.257
36.977,47.97
28.199,34.398
28.447,34.894
28.695,35.389
28.905,35.811
29.187,36.375
29.435,36.87
29.682,37.364
29.929,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.835
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.11,44.146
34.646,44.861
35.043,45.39
35.51,46.013
35.976,46.635
36.443,47.257
36.978,47.97
28.199,34.399
28.447,34.894
28.695,35.389
28.905,35.811
29.188,36.375
29.435,36.87
29.682,37.364
29.929,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.835
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.11,44.146
34.646,44.862
35.043,45.39
35.51,46.013
35.976,46.635
36.443,47.257
36.978,47.97
28.199,34.399
28.447,34.894
28.695,35.39
28.905,35.811
29.188,36.375
29.435,36.87
29.682,37.364
29.929,37.857
30.177,38.353
30.424,38.849
30.67,39.34
30.917,39.835
31.309,40.412
31.776,41.034
32.243,41.657
32.71,42.28
33.178,42.904
33.643,43.524
34.11,44.146
34.646,44.862
35.043,45.39
35.51,46.013
35.976,46.635
36.443,47.257
36.978,47.97
11.078,14.039
11.218,14.109
11.359,14.18
11.501,14.251
11.643,14.321
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.745
12.631,14.816
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
15.756,18.15
16.269,18.736
16.777,19.317
17.288,19.9
17.941,20.647
18.308,21.067
18.819,21.65
11.078,14.039
11.218,14.109
11.359,14.18
11.501,14.251
11.643,14.321
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.745
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
15.756,18.15
16.269,18.736
16.777,19.317
17.288,19.9
17.941,20.647
18.309,21.067
18.819,21.65
11.078,14.039
11.218,14.109
11.359,14.18
11.501,14.251
11.643,14.321
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.745
12.631,14.816
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
15.756,18.15
16.269,18.736
16.777,19.317
17.288,19.9
17.941,20.647
18.309,21.067
18.819,21.65
11.078,14.039
11.219,14.109
11.359,14.18
11.501,14.251
11.643,14.321
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.746
12.631,14.816
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
15.756,18.15
16.269,18.736
16.777,19.317
17.288,19.9
17.941,20.647
18.309,21.067
18.819,21.65
11.078,14.039
11.219,14.109
11.359,14.18
11.501,14.251
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.746
12.631,14.816
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
15.756,18.15
16.269,18.736
16.777,19.317
17.288,19.9
17.941,20.647
18.309,21.067
18.819,21.65
11.078,14.039
11.219,14.109
11.501,14.251
11.643,14.321
11.782,14.391
11.925,14.463
12.106,14.553
12.208,14.604
12.388,14.694
12.491,14.746
12.631,14.816
12.834,14.917
12.915,14.957
13.026,15.03
13.854,15.976
14.225,16.4
14.736,16.984
16.777,19.317
17.288,19.9
17.941,20.647
18.309,21.067
18.819,21.65
23.437,25.729
23.856,26.427
24.275,27.125
24.695,27.826
25.115,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.217,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.919
28.315,38.427
28.213,38.935
28.112,39.441
28.011,39.947
23.437,25.729
23.856,26.427
24.275,27.125
24.695,27.826
25.115,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.217,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.919
28.315,38.427
28.213,38.935
28.112,39.441
28.011,39.947
23.437,25.729
23.856,26.427
24.275,27.125
24.695,27.826
25.115,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.217,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.919
28.315,38.427
28.213,38.935
28.112,39.441
28.011,39.947
23.437,25.729
23.856,26.427
24.275,27.125
24.696,27.826
25.116,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.217,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.92
28.315,38.427
28.213,38.935
28.112,39.441
28.011,39.947
23.437,25.729
23.856,26.427
24.275,27.125
24.696,27.826
25.116,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.217,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.92
28.314,38.428
28.213,38.935
28.112,39.441
28.011,39.947
23.437,25.729
23.856,26.427
24.275,27.125
24.696,27.826
25.116,28.526
25.539,29.231
25.956,29.927
26.376,30.627
26.798,31.33
27.218,32.029
27.639,32.731
28.057,33.428
28.478,34.13
28.901,34.835
28.924,35.382
28.822,35.89
28.72,36.402
28.619,36.903
28.503,37.485
28.416,37.92
28.314,38.428
28.213,38.935
28.112,39.441
28.011,39.947
10.737,15.263
11.27,16.177
11.803,17.091
12.338,18.007
12.941,19.042
13.4,19.829
13.934,20.744
14.466,21.657
15.002,22.575
15.53,23.48
16.062,24.391
17.012,26.012
17.218,26.218
17.353,26.353
17.51,26.51
17.67,26.67
17.826,26.826
17.983,26.983
18.139,27.139
18.298,27.298
18.454,27.454
18.63,27.63
18.77,27.77
10.737,15.264
11.27,16.177
11.803,17.091
12.338,18.007
12.941,19.042
13.4,19.829
13.934,20.744
14.466,21.657
15.002,22.575
15.53,23.48
16.062,24.391
17.012,26.012
17.218,26.218
17.353,26.353
17.51,26.51
17.67,26.67
17.826,26.826
17.983,26.983
18.139,27.139
18.298,27.298
18.454,27.454
18.63,27.63
18.77,27.77
11.27,16.177
11.803,17.091
12.338,18.007
12.941,19.042
13.4,19.829
13.934,20.744
14.467,21.657
15.002,22.575
15.53,23.48
16.062,24.391
17.012,26.012
17.218,26.218
17.353,26.353
17.51,26.51
17.67,26.67
17.826,26.826
17.983,26.983
18.139,27.139
18.298,27.298
18.454,27.454
18.63,27.63
18.77,27.77
10.737,15.264
11.27,16.178
11.803,17.091
12.338,18.007
12.941,19.042
13.4,19.829
13.934,20.744
14.467,21.657
15.002,22.575
15.53,23.48
16.062,24.392
17.012,26.012
17.218,26.218
17.353,26.353
17.51,26.51
17.67,26.67
17.826,26.826
17.983,26.983
18.139,27.139
18.298,27.298
18.454,27.454
18.63,27.63
18.77,27.77
10.737,15.264
11.27,16.178
11.803,17.091
12.338,18.008
12.941,19.042
13.4,19.829
13.934,20.744
14.467,21.657
15.002,22.575
15.53,23.48
16.062,24.392
17.012,26.012
17.218,26.218
17.353,26.353
17.51,26.51
17.67,26.67
17.826,26.826
17.983,26.983
18.139,27.139
18.298,27.298
18.454,27.454
18.63,27.63
18.77,27.77
